Qb_solv_energies
Parameters:,runs,seed,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,0,20,100,10000,1,22.5,22.5,30,1.0,128,5,True,False,1,False


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-0.0,-0.0,-10.514675788581371,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.651295829564333,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.30816184729338,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.800589703023434,-451.0,-0.0,-0.0
-0.0,-0.0,-9.658844992518425,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.68820702470839,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.262476454488933,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.165086790919304,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0
-0.0,-0.0,-9.658845007419586,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.296481534838676,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.759597666561604,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.752717837691307,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.850929040461779,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.32225875556469,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.151911661028862,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.0856263153255,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.716892297379673,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.100682395044714,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.228629752993584,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.84854594990611,-451.0,-0.0,-13.612274169921875,-451.0,-0.0
-0.0,-0.0,-10.672219812404364,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.26283840171527,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.05162087827921,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.009205758571625,-451.0,-0.0,-0.0
-0.0,-0.0,-10.359044052660465,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.7285516243428,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.578794911503792,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.30558132007718,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-9.952807486522943,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.644612070173025,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.716536432504654,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.596167786978185,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.553184427320957,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.19606913998723,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.457200318574905,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-33.50776573270559,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.858840942382812,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-27.679950945079327,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.914046697318554,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.7713593095541,-451.0,-0.0,-0.0,-32.91364288330078,-451.0
-0.0,-0.0,-11.100978195667267,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.30098966881633,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.2696151509881,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-20.581582456827164,-451.0,-0.0,-13.612274169921875,-451.0
-0.0,-0.0,-10.027929215459153,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.999752894043922,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.480442609637976,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.54554977826774,-451.0,-0.0,-13.612274169921875,-451.0
-0.0,-0.0,-10.005804643034935,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.138534754514694,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.3334479033947,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.81816931068897,-451.0,-0.0,-13.612274169921875,-451.0
-0.0,-0.0,-10.203931652009487,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.07492646202445,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.231383327394724,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.463882222771645,-451.0,-0.0,-0.0
-0.0,-0.0,-10.423367887735367,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.05917987972498,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.976035118103027,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.82529327273369,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.296201214194298,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.86566299200058,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.979635268449783,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.775063931941986,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.888814508914948,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-27.533332515507936,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.01404808461666,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.828468024730682,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.858840942382812,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.95085170958191,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.229238912463188,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.25674855709076,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.910555187612772,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-27.278493206948042,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-26.900252640247345,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.81486936658621,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.600083783268929,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-30.25913394987583,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.94158884882927,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.69996893405914,-451.0,-0.0,-13.612274169921875,-451.0
-0.0,-0.0,-9.861068630591035,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.21238049445674,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.727364035323262,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.169104754924774,-451.0,-0.0,-0.0,-32.91364288330078,-451.0
-0.0,-0.0,-9.658845007419586,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.921139247715473,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.51348015666008,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.10267798602581,-451.0,-0.0,-13.612274169921875,-451.0,-0.0
-0.0,-0.0,-10.69505761563778,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-37.162761695683,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-34.59422505646944,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-41.62805916368961,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.508193220943213,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.860309403389692,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.23020852357149,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.89448298513889,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.201263830065727,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.030222618952394,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.461281877942383,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.64529748260975,-451.0,-0.0,-0.0
-0.0,-0.0,-10.170504540205002,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-27.467077681794763,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.972614623606205,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-32.67826525121927,-451.0,-0.0,-13.612274169921875,-451.0,-0.0
-0.0,-0.0,-10.321476721204817,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.45932448655367,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.15180976688862,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.532418370246887,-451.0,-0.0,-0.0,-32.91364288330078,-451.0
-0.0,-0.0,-9.974237635731697,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.846418846398592,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.221864834427834,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.431128706783056,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.458890795707703,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.742190950084478,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.48187831044197,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.095498651266098,-451.0,-0.0,-13.612274169921875,-451.0
-0.0,-0.0,-10.054824888706207,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.89583097398281,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-41.52653495967388,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-36.820880651474,-451.0,-0.0,-13.612274169921875,-451.0
-0.0,-0.0,-9.058895528316498,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.293302953243256,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-33.3374168407172,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.03450584411621,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.624426901340485,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.9013664573431,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.9345077611506,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.48171691596508,-451.0,-0.0,-0.0,-32.91364288330078,-451.0
-0.0,-0.0,-9.910827565938234,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.66324280994013,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.247913122177124,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-19.017904296517372,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.91338263079524,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.866708846762776,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.42650743573904,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.534141447395086,-451.0,-0.0,-0.0
-0.0,-0.0,-10.011528506875038,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.001201037317514,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.8312895745039,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.844994135200977,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.761034205555916,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.90373032912612,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-41.568564146757126,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.279414281249046,-451.0,-0.0,-0.0
-0.0,-0.0,-10.083576545119286,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.744622252881527,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.88973067700863,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.86604943871498,-451.0,-0.0,-0.0,-32.91364288330078,-451.0
-0.0,-0.0,-9.950060531497002,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.529872415587306,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.5637446641922,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-30.89532208442688,-451.0,-0.0,-0.0,-32.91364288330078,-451.0
-0.0,-0.0,-9.981708332896233,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.790953245013952,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.211924843490124,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.14544429630041,-451.0,-0.0,-0.0
-0.0,-0.0,-10.031589359045029,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.332819625735283,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.658785834908485,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.706008434295654,-451.0,-0.0,-0.0
-0.0,-0.0,-9.258202135562897,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.732663333415985,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.407214254140854,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-41.0342620909214,-451.0,-0.0,-0.0
-0.0,-0.0,-10.625437915325165,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.68166953045875,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.836692936718464,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.805777713656425,-451.0,-0.0,-0.0
-0.0,-0.0,-10.183647018508054,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.370325842872262,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.874796349555254,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.588546738028526,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.179120108485222,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.08978804200888,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.35732972621918,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.222433015704155,-451.0,-0.0,-0.0
-0.0,-0.0,-10.489972077310085,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.94775393384043,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.53720612823963,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.92061408609152,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.162517249584198,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.005746928043664,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.148440908640623,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.58793953061104,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-10.372926689684391,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.47284005023539,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-41.63719115033746,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-43.94138979911804,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.207317024469376,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.2525736996904,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.73191784322262,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-39.52915345132351,-451.0,-0.0,-0.0
-0.0,-0.0,-10.081485904753208,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.481006383895874,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.854479528963566,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.241279631853104,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-11.360688678920269,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-32.3184965942055,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.90027288347483,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.940403047949076,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.55016764625907,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.838428635150194,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.096612052991986,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.260593453538604,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.25890064239502,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.38987386226654,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.898675844073296,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.05740211904049,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-10.756304167211056,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-37.13177885860205,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-41.056051924824715,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-38.245392233133316,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.60205328464508,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.004061460494995,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.842345505952835,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.08186574280262,-451.0,-0.0,-0.0
-0.0,-0.0,-9.896437123417854,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-42.86680460721254,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-45.843031123280525,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-21.89337547123432,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-9.49250715970993,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-18.96702211163938,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-43.06848293542862,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-42.360323280096054,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.154404655098915,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-37.68886640178971,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-18.45895757805556,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-43.518502578139305,-451.0,-0.0,-13.612274169921875,-451.0
-0.0,-0.0,-8.858996629714966,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.976218819618225,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.4143223837018,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.63825772702694,-451.0,-0.0,-0.0,-32.91364288330078,-451.0
-0.0,-0.0,-9.458897888660431,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-27.85600471496582,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-27.906867891550064,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.894118025898933,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-9.770590245723724,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.08094950020313,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.27792865782976,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.99387066066265,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-11.136538490653038,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.1590828448534,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-39.515652153640985,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-39.00721576809883,-451.0,-0.0,-0.0
-0.0,-0.0,-9.786245696246624,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-38.113399155437946,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.66778053343296,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.48041453957558,-451.0,-0.0,-0.0
-0.0,-0.0,-10.803402032703161,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.25745828449726,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-34.140822757035494,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-33.515163481235504,-451.0,-0.0,-13.612274169921875,-451.0,-0.0
-0.0,-0.0,-9.626295179128647,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-39.43511424958706,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-40.74589744396508,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-40.01409381069243,-451.0,-0.0,-0.0,-32.91364288330078
-0.0,-0.0,-10.295380444265902,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.928149494342506,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.43613189458847,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-34.13656495511532,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-9.657404959201813,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.97219804674387,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.453481467440724,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.54663333017379,-451.0,-0.0,-0.0
-0.0,-0.0,-9.059005498886108,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.07816621661186,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.99655517935753,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-33.78149530291557,-451.0,-0.0,-0.0
